,Post_Content,Date,Comments_Shares,All_Responses,Brand
303,"After struggling through school and spending six years looking for work Adam – who has learning disabilities – was worried he’d never be able to find a job.
But with help from Mencap Adam, who's 26, secured an interview at our Living store in Hull, got the job, and now he’s going from strength to strength – proving really popular with customers and colleagues and helping found a group that advises employers how to open up more opportunities for people with disabilities. His mum Sue said: ""In the past, it seems employers have backed away from hiring Adam because they didn't understand his problems, but Mencap were really supportive, Asda have been great and Adam's a lot happier.” Read his story here: http://bit.ly/2rBMkPr",May 13,"1.8K Comments1,801 Shares",43K,asda
304,"""The cheese is amazing, it tastes so good and it melts really well so I’m converted 🙌🏻""
Rebecca on Instagram is one of the people who's excited about our expanded range of vegan-friendly Free From cheese alternatives, which now includes grated mozzarella, grated cheddar and soft cheese. Find out more and see what else people have been saying here: http://bit.ly/2rCt7x1",May 12,3K Comments955 Shares,5.1K,asda
305,"""The cheese is amazing, it tastes so good and it melts really well so I’m converted 🙌🏻""
Rebecca on Instagram is one of the people who's excited about our expanded range of vegan-friendly Free From cheese alternatives, which now includes grated mozzarella, grated cheddar and soft cheese. Find out more and see what else people have been saying here: http://bit.ly/2rCt7x1",May 12,3K Comments955 Shares,5.1K,asda
306,"Why not pick up the latest copy of our Good Living magazine and enjoy reading in this fabulous sunshine. For cake recipes fit for a prince and princess, our amazing barbecue marinade recipes, delicious fruity grilled desserts and much more. Grab yours in store now.",May 8,77 Comments3 Shares,118,asda
307,"Why not pick up the latest copy of our Good Living magazine and enjoy reading in this fabulous sunshine. For cake recipes fit for a prince and princess, our amazing barbecue marinade recipes, delicious fruity grilled desserts and much more. Grab yours in store now.",May 8,77 Comments3 Shares,118,asda
308,"""And the award for the most amazingly kitsch mug goes to this beauty from @georgeatasda I treated myself to today ✨❤️🌴❤️✨""
That's what Laura said on Instagram about our tropical parrot mug. It's part of our new quirky animal design mug range that's getting lots of people talking on social media! See what else is in the collection and find out what people have been saying about it here: http://bit.ly/2rit1dU",May 7,1.4K Comments414 Shares,5K,asda
309,"""And the award for the most amazingly kitsch mug goes to this beauty from @georgeatasda I treated myself to today ✨❤️🌴❤️✨""
That's what Laura said on Instagram about our tropical parrot mug. It's part of our new quirky animal design mug range that's getting lots of people talking on social media! See what else is in the collection and find out what people have been saying about it here: http://bit.ly/2rit1dU",May 7,1.4K Comments414 Shares,5K,asda
310,"Aaron loves everything about Asda and wants to drive one of our lorries when he's older – so he had a brilliant time when colleagues at our Falkirk store arranged for him to sit in the driver's cab during an exclusive tour.
Aaron, who's 11 and has autism, visits the store with his mum Hayley every week. The store's community champion Margaret found out about his love for the lorries and organised a behind-the-scenes visit, where he had a go on the checkouts and made his own pizza. Hayley said: ""He was so excited, you would think he'd won the lottery! It was a lovely thing for them to do. He absolutely loved it and was so happy."" Read more: http://bit.ly/2KAzXMb",May 6,277 Comments288 Shares,6.3K,asda
311,"Aaron loves everything about Asda and wants to drive one of our lorries when he's older – so he had a brilliant time when colleagues at our Falkirk store arranged for him to sit in the driver's cab during an exclusive tour.
Aaron, who's 11 and has autism, visits the store with his mum Hayley every week. The store's community champion Margaret found out about his love for the lorries and organised a behind-the-scenes visit, where he had a go on the checkouts and made his own pizza. Hayley said: ""He was so excited, you would think he'd won the lottery! It was a lovely thing for them to do. He absolutely loved it and was so happy."" Read more: http://bit.ly/2KAzXMb",May 6,277 Comments288 Shares,6.3K,asda
312,"What better way to celebrate the long weekend (and the great weather ☀️) than with one of our delicious Blueberry Gin Sours. We’ll cheers to that! 🍸
Find the recipe for these at: asda.gl/blueberryginsour",May 5,211 Comments137 Shares,437,asda
313,"What better way to celebrate the long weekend (and the great weather ☀️) than with one of our delicious Blueberry Gin Sours. We’ll cheers to that! 🍸
Find the recipe for these at: asda.gl/blueberryginsour",May 5,211 Comments137 Shares,437,asda
314,"Whisper it quietly ... but the forecast's actually looking good for the Bank Holiday! ☀️
The Sun posted about our new Extra Special Truffle Mac & Cheese Topped Beef Burgers and said ""If you're planning on cooking up a storm this weekend then you'll want to head over to Asda"". Find out more about the new additions to our summer range here: http://bit.ly/2rkgXsF",May 5,75 Comments72 Shares,1.4K,asda
315,"Whisper it quietly ... but the forecast's actually looking good for the Bank Holiday! ☀️
The Sun posted about our new Extra Special Truffle Mac & Cheese Topped Beef Burgers and said ""If you're planning on cooking up a storm this weekend then you'll want to head over to Asda"". Find out more about the new additions to our summer range here: http://bit.ly/2rkgXsF",May 5,75 Comments72 Shares,1.4K,asda
316,"Get a Yoda this! It’s Jabba the houmous. “Tasty one, you are”.
Be transported to another galaxy with this recipe at ASDA.GL/jabba",May 4,205 Comments133 Shares,513,asda
317,"Get a Yoda this! It’s Jabba the houmous. “Tasty one, you are”.
Be transported to another galaxy with this recipe at ASDA.GL/jabba",May 4,205 Comments133 Shares,513,asda
318,"Bank Holiday's sorted. It starts with Asda and a stylish set of garden furniture – Orlando Chaise and Footstool was £279, now just £249. Shop now: http://bit.ly/2r2w2iz",May 4,941 Comments239 Shares1.1M Views,2.1K,asda
319,"Bank Holiday's sorted. It starts with Asda and a stylish set of garden furniture – Orlando Chaise and Footstool was £279, now just £249. Shop now: http://bit.ly/2r2w2iz",May 4,941 Comments239 Shares1.1M Views,2.1K,asda
320,"As well as sponsoring the Asda Women’s Tour de Yorkshire and the men’s sprint jersey, we’ve been in the kitchen creating this show-stopping Yorkshire Parkin Cake to celebrate.
Find the recipe at: http://ASDA.GL/parkin",May 3,17 Comments7 Shares9.9K Views,60,asda
321,"As well as sponsoring the Asda Women’s Tour de Yorkshire and the men’s sprint jersey, we’ve been in the kitchen creating this show-stopping Yorkshire Parkin Cake to celebrate.
Find the recipe at: http://ASDA.GL/parkin",May 3,17 Comments7 Shares9.9K Views,60,asda
322,"We've expanded our vegan-friendly range in time for the bank holiday weekend – and it's already getting lots of people excited on social media.
The range is accredited by the Vegan Society and features plant-based burgers and sausages that cook straight from the freezer. Diane's one of the people who's been posting about the new selection. She said: ""Wow #Asda Why don’t I always do my food shopping here? What a great range of #vegan food they do! 🌱💚"" Find out more and see what else people have been saying: http://bit.ly/2rh74fh",May 2,"10K Comments3,008 Shares",13K,asda
323,"We've expanded our vegan-friendly range in time for the bank holiday weekend – and it's already getting lots of people excited on social media.
The range is accredited by the Vegan Society and features plant-based burgers and sausages that cook straight from the freezer. Diane's one of the people who's been posting about the new selection. She said: ""Wow #Asda Why don’t I always do my food shopping here? What a great range of #vegan food they do! 🌱💚"" Find out more and see what else people have been saying: http://bit.ly/2rh74fh",May 2,"10K Comments3,008 Shares",13K,asda
324,"Our Tonypandy store’s fantastic community champion Karen couldn’t believe her eyes when she walked into a community centre in the Rhondda Valley and saw 60 people wearing masks with her face on!
The volunteers who run Canolfan Pentre say Karen’s a real community hero, so decided to have a Karen Appreciation Day to say thanks for all her help. Karen volunteers at the centre’s senior citizens’ club each week and helped secure funding from the Asda Foundation to help transform the centre. She said: ""Once I got over the shock, I realised what a lovely gesture it was. They're such a great group who do so much for the local community and it's a pleasure to help them."" Read more: http://bit.ly/2r3ShEF",April 30,167 Comments124 Shares,5.3K,asda
325,"Our Tonypandy store’s fantastic community champion Karen couldn’t believe her eyes when she walked into a community centre in the Rhondda Valley and saw 60 people wearing masks with her face on!
The volunteers who run Canolfan Pentre say Karen’s a real community hero, so decided to have a Karen Appreciation Day to say thanks for all her help. Karen volunteers at the centre’s senior citizens’ club each week and helped secure funding from the Asda Foundation to help transform the centre. She said: ""Once I got over the shock, I realised what a lovely gesture it was. They're such a great group who do so much for the local community and it's a pleasure to help them."" Read more: http://bit.ly/2r3ShEF",April 30,167 Comments124 Shares,5.3K,asda
326,"Happy 90th birthday to great-grandmother Olive! She says she loves her weekly trips to our Rushden store because colleagues like Kelly, Sarah and Debbie are ""so good"" to her – helping her round the store, picking up and packing her shopping for her.
Olive, who has rheumatoid arthritis, says: ""They tell me to sit down but I don't want to. I prefer to walk round if I can because they make it a pleasure and we have a laugh and a joke. They're marvellous, fantastic – I don't know what I'd do without them."" Read more: http://bit.ly/2Fpds9y",April 29,486 Comments285 Shares,14K,asda
327,"Happy 90th birthday to great-grandmother Olive! She says she loves her weekly trips to our Rushden store because colleagues like Kelly, Sarah and Debbie are ""so good"" to her – helping her round the store, picking up and packing her shopping for her.
Olive, who has rheumatoid arthritis, says: ""They tell me to sit down but I don't want to. I prefer to walk round if I can because they make it a pleasure and we have a laugh and a joke. They're marvellous, fantastic – I don't know what I'd do without them."" Read more: http://bit.ly/2Fpds9y",April 29,486 Comments285 Shares,14K,asda
328,"It starts with A... Blueberry.
Sweet and juicy blueberries just £1 per 125g pack: http://bit.ly/2FjbCXE",April 28,38 Comments3 Shares13K Views,66,asda
329,"It starts with A... Blueberry.
Sweet and juicy blueberries just £1 per 125g pack: http://bit.ly/2FjbCXE",April 28,38 Comments3 Shares13K Views,66,asda
330,"Our sweet and juicy blueberries rise to the occasion at just £1 per pack.
Click the link for the recipe and add our delicious blueberries to your basket: http://bit.ly/2FekcXJ",April 28,136 Comments119 Shares601K Views,1.5K,asda
331,"Our sweet and juicy blueberries rise to the occasion at just £1 per pack.
Click the link for the recipe and add our delicious blueberries to your basket: http://bit.ly/2FekcXJ",April 28,136 Comments119 Shares601K Views,1.5K,asda
332,"Some of the tulips in these wonderful photos could be brightening up your home this weekend! 🌷
There's been a bumper crop at our grower in Norfolk this spring and they're arriving in stores now.",April 27,130 Comments181 Shares,4.7K,asda
333,"Some of the tulips in these wonderful photos could be brightening up your home this weekend! 🌷
There's been a bumper crop at our grower in Norfolk this spring and they're arriving in stores now.",April 27,130 Comments181 Shares,4.7K,asda
334,"""How cute are these?! 🦊🐦🦉""
That's what Nicola said on Instagram when she shared this fab pic of our knitted animal homeware from George. The range features fox, owl, bird, mouse and bunny designs and is getting lots of people talking – find out more about it here: http://bit.ly/2F9Keev",April 25,"2.6K Comments1,025 Shares",10K,asda
335,"""How cute are these?! 🦊🐦🦉""
That's what Nicola said on Instagram when she shared this fab pic of our knitted animal homeware from George. The range features fox, owl, bird, mouse and bunny designs and is getting lots of people talking – find out more about it here: http://bit.ly/2F9Keev",April 25,"2.6K Comments1,025 Shares",10K,asda
336,"Congratulations to Matthew from our Dundee Kirkton store who's been selected for the Great Britain team at next year's Special Olympics World Summer Games in Abu Dhabi.
Matthew, who has learning disabilities, has worked at the store as a porter for 17 years. With the help and encouragement of his mum Sheila, he applied for a place on the Special Olympics Great Britain ten pin bowling team and impressed the selection panel with his sporting talent and personal qualities. The store's manager Dougie said: ""Matthew is a really helpful and popular colleague. We're all really proud of him being selected. It's great for him and great for the store too."" Read more: http://bit.ly/2qM4JsH",April 22,787 Comments469 Shares,15K,asda
337,"Congratulations to Matthew from our Dundee Kirkton store who's been selected for the Great Britain team at next year's Special Olympics World Summer Games in Abu Dhabi.
Matthew, who has learning disabilities, has worked at the store as a porter for 17 years. With the help and encouragement of his mum Sheila, he applied for a place on the Special Olympics Great Britain ten pin bowling team and impressed the selection panel with his sporting talent and personal qualities. The store's manager Dougie said: ""Matthew is a really helpful and popular colleague. We're all really proud of him being selected. It's great for him and great for the store too."" Read more: http://bit.ly/2qM4JsH",April 22,787 Comments469 Shares,15K,asda
338,"We’ve won a whopping 19 awards at the Free From Food Awards 2018! 🏆
Click the link to shop now and see more of our award-winning products: http://bit.ly/2HdXikK",April 22,1.1K Comments788 Shares1M Views,9.8K,asda
339,"We’ve won a whopping 19 awards at the Free From Food Awards 2018! 🏆
Click the link to shop now and see more of our award-winning products: http://bit.ly/2HdXikK",April 22,1.1K Comments788 Shares1M Views,9.8K,asda
340,"Our Frenchie homeware range is getting tails – and tongues – wagging on social media. 🐕🐾
Thanks to Missi, Winston, Thor and Vinnie for these fab Instagram pics! See what else people are saying about the George range ahead of Bulldogs are Beautiful Day tomorrow: http://bit.ly/2He6W7a",April 20,2.3K Comments835 Shares,7.9K,asda
341,"Our Frenchie homeware range is getting tails – and tongues – wagging on social media. 🐕🐾
Thanks to Missi, Winston, Thor and Vinnie for these fab Instagram pics! See what else people are saying about the George range ahead of Bulldogs are Beautiful Day tomorrow: http://bit.ly/2He6W7a",April 20,2.3K Comments835 Shares,7.9K,asda
342,"From Espresso Martini Cupcakes to Mojito Drizzle Cake, take Friday drinks to the next level with our cocktail inspired bakes. Cheers to that! 🍸
Find the recipes for these tipsy treats at asda.gl/caketails",April 20,17 Comments16 Shares,87,asda
343,"From Espresso Martini Cupcakes to Mojito Drizzle Cake, take Friday drinks to the next level with our cocktail inspired bakes. Cheers to that! 🍸
Find the recipes for these tipsy treats at asda.gl/caketails",April 20,17 Comments16 Shares,87,asda
344,"Rhubarb and custard, in an ice cream! You're welcome. 😊
Find the recipe for this delicious, guilt–free (well almost – there is some fruit in there) dessert at asda.gl/rhubarbice.",April 18,137 Comments98 Shares44K Views,580,asda
345,"Rhubarb and custard, in an ice cream! You're welcome. 😊
Find the recipe for this delicious, guilt–free (well almost – there is some fruit in there) dessert at asda.gl/rhubarbice.",April 18,137 Comments98 Shares44K Views,580,asda
346,"Nando's fans got very excited when news spread on social media about these Bag & Bake kits – and from today they're exclusively available in 238 Asda stores.
So if you fancy a cheeky Nando's at home, pick up one of the Peri-Peri kits for £1.19. They come in Lemon & Herb, Medium and Hot.",April 16,2.8K Comments803 Shares,2.8K,asda
347,"Nando's fans got very excited when news spread on social media about these Bag & Bake kits – and from today they're exclusively available in 238 Asda stores.
So if you fancy a cheeky Nando's at home, pick up one of the Peri-Peri kits for £1.19. They come in Lemon & Herb, Medium and Hot.",April 16,2.8K Comments803 Shares,2.8K,asda
348,"Our wonderful colleague Alnashir loves putting a smile on customers' faces at the checkouts of our Tonypandy store – and this week his legendary service has been making headlines.
A story celebrating his work by Wales Online has been shared thousands of times, with lots of customers taking the time to say how much he brightens their day. Store manager Anthony said: ""Nash is a local hero. He's fabulous, a ray of sunshine. He's always got a big smile on his face and is very vibrant – he makes everybody laugh. Lots of regular customers queue up just to come through his till."" See what else people have been saying about him here: http://bit.ly/2qwgd39",April 15,238 Comments227 Shares,6.4K,asda
349,"Our wonderful colleague Alnashir loves putting a smile on customers' faces at the checkouts of our Tonypandy store – and this week his legendary service has been making headlines.
A story celebrating his work by Wales Online has been shared thousands of times, with lots of customers taking the time to say how much he brightens their day. Store manager Anthony said: ""Nash is a local hero. He's fabulous, a ray of sunshine. He's always got a big smile on his face and is very vibrant – he makes everybody laugh. Lots of regular customers queue up just to come through his till."" See what else people have been saying about him here: http://bit.ly/2qwgd39",April 15,238 Comments227 Shares,6.4K,asda
350,Fancy a treat this weekend? 🍫 http://bit.ly/2JFhXQu,April 13,"3.2K Comments1,491 Shares",7.4K,asda
351,Fancy a treat this weekend? 🍫 http://bit.ly/2JFhXQu,April 13,"3.2K Comments1,491 Shares",7.4K,asda
352,"Have you spotted the flamingos in our cake aisle? With fabulously sweet sponge and flamboyant frosting, our new Flamingo Cake is perfect for your next party! Find it in-store and online for just £11: http://bit.ly/2HtfRTg",April 12,589 Comments269 Shares405K Views,2.3K,asda
353,"Have you spotted the flamingos in our cake aisle? With fabulously sweet sponge and flamboyant frosting, our new Flamingo Cake is perfect for your next party! Find it in-store and online for just £11: http://bit.ly/2HtfRTg",April 12,589 Comments269 Shares405K Views,2.3K,asda
354,"Mabel has picked up her copy of the latest Good Living Magazine! Get yours in store now for recipes to take you back to your childhood, classic dishes to celebrate St George's Day, quick and easy five ingredients dinners and so much more!",April 11,38 Comments18 Shares,196,asda
355,"Mabel has picked up her copy of the latest Good Living Magazine! Get yours in store now for recipes to take you back to your childhood, classic dishes to celebrate St George's Day, quick and easy five ingredients dinners and so much more!",April 11,38 Comments18 Shares,196,asda
356,"It’s #NationalUnicornDay – and our magical range of unicorn products is flying off the shelves! 🦄
Thanks to customers April, Becca, Rosie and April for sharing these fab pics on Instagram. See what other people have been saying about the range here – http://bit.ly/2DclPJk – and check it out in selected stores and online: http://bit.ly/2JvlDnM",April 9,"1.8K Comments1,095 Shares",8.1K,asda
357,"It’s #NationalUnicornDay – and our magical range of unicorn products is flying off the shelves! 🦄
Thanks to customers April, Becca, Rosie and April for sharing these fab pics on Instagram. See what other people have been saying about the range here – http://bit.ly/2DclPJk – and check it out in selected stores and online: http://bit.ly/2JvlDnM",April 9,"1.8K Comments1,095 Shares",8.1K,asda
358,"Weeknight winners that your little ones can help you prepare #easypeasy. Because everyone needs their very own sous chef.
Head to asda.gl/kidsmeals for these recipes to get your kids cooking.",April 9,23 Comments9 Shares,64,asda
359,"Weeknight winners that your little ones can help you prepare #easypeasy. Because everyone needs their very own sous chef.
Head to asda.gl/kidsmeals for these recipes to get your kids cooking.",April 9,23 Comments9 Shares,64,asda
360,"From childhood Joe has had to overcome the odds, fighting illness that left him with learning difficulties and unable to walk, talk, read or write for a year.
But he’s gone from strength to strength since getting a job as a porter at our Chatham store three years ago, and he’s hugely popular with colleagues and customers. Joe, who’s 24, goes above and beyond to help shoppers – and does lots of fantastic charity and community work, including setting up a disability support group. His mum Pauline (pictured with him) said: ""He tried for all sorts of jobs and was absolutely delighted to get the job at Asda, and we were delighted for him. It's helped his confidence and we're incredibly proud of him. He's got such heart and compassion – he's got so much to give."" Read Joe's story: http://bit.ly/2qeIbAC",April 8,"1.1K Comments1,063 Shares",27K,asda
361,"From childhood Joe has had to overcome the odds, fighting illness that left him with learning difficulties and unable to walk, talk, read or write for a year.
But he’s gone from strength to strength since getting a job as a porter at our Chatham store three years ago, and he’s hugely popular with colleagues and customers. Joe, who’s 24, goes above and beyond to help shoppers – and does lots of fantastic charity and community work, including setting up a disability support group. His mum Pauline (pictured with him) said: ""He tried for all sorts of jobs and was absolutely delighted to get the job at Asda, and we were delighted for him. It's helped his confidence and we're incredibly proud of him. He's got such heart and compassion – he's got so much to give."" Read Joe's story: http://bit.ly/2qeIbAC",April 8,"1.1K Comments1,063 Shares",27K,asda
362,"It starts with A... Salmon fillet.
Responsibly sourced salmon fillets – two for just £3.40: http://bit.ly/2GGaGhp",April 7,29 Comments14 Shares14K Views,58,asda
363,"It starts with A... Salmon fillet.
Responsibly sourced salmon fillets – two for just £3.40: http://bit.ly/2GGaGhp",April 7,29 Comments14 Shares14K Views,58,asda
364,"Happy 68th wedding anniversary to Betty and Maurice who've been shopping at our Weymouth store since it opened 30 years ago.
The store's community champion Jacqui surprised them with a bunch of flowers to celebrate their big day. Maurice, who's 88, said: ""Everyone in the store is so friendly, and Jacqui is lovely. She gives Betty a hug and a kiss when she sees her."" Read more: http://bit.ly/2qd4ZjZ",April 6,236 Comments105 Shares,6.8K,asda
365,"Happy 68th wedding anniversary to Betty and Maurice who've been shopping at our Weymouth store since it opened 30 years ago.
The store's community champion Jacqui surprised them with a bunch of flowers to celebrate their big day. Maurice, who's 88, said: ""Everyone in the store is so friendly, and Jacqui is lovely. She gives Betty a hug and a kiss when she sees her."" Read more: http://bit.ly/2qd4ZjZ",April 6,236 Comments105 Shares,6.8K,asda
366,"School might be a distant memory for some (cough, cough) but our nostalgic recipes are guaranteed to take you back to the glory days. Now, who's for pink custard?
Head to asda.gl/schooldinners to find the recipes for our favourite school puds.",April 6,45 Comments48 Shares,255,asda
367,"School might be a distant memory for some (cough, cough) but our nostalgic recipes are guaranteed to take you back to the glory days. Now, who's for pink custard?
Head to asda.gl/schooldinners to find the recipes for our favourite school puds.",April 6,45 Comments48 Shares,255,asda
368,"Our George team were really moved by a lovely thank you message from Anita after she bought the black swimming costume in our post-surgery range.
Anita said: ""I had a double mastectomy and I can't have reconstruction and finding suitable swimwear that fully covers my surgery scars has proven difficult ... I was so pleased how lovely and feminine it made me feel that I cried."" Find out more about the expanding range from Danielle in the George team: http://bit.ly/2pPzEUn",March 31,"636 Comments1,077 Shares",14K,asda
369,"Our George team were really moved by a lovely thank you message from Anita after she bought the black swimming costume in our post-surgery range.
Anita said: ""I had a double mastectomy and I can't have reconstruction and finding suitable swimwear that fully covers my surgery scars has proven difficult ... I was so pleased how lovely and feminine it made me feel that I cried."" Find out more about the expanding range from Danielle in the George team: http://bit.ly/2pPzEUn",March 31,"636 Comments1,077 Shares",14K,asda
370,"Spring's our thing at Asda this Easter, where you can give the family an Easter feast for under £2.50 a head: http://bit.ly/2IGuYZM",March 30,289 Comments145 Shares884K Views,2.6K,asda
371,"Spring's our thing at Asda this Easter, where you can give the family an Easter feast for under £2.50 a head: http://bit.ly/2IGuYZM",March 30,289 Comments145 Shares884K Views,2.6K,asda
372,"""I'm a little bit obsessed with all the shiny kitchen things from Asda 😍""
That's what Christina said on Instagram about our iridescent homeware range from George. See what else people have been saying about it here: http://bit.ly/2pKmMiX Thanks also to Lydia, Kate and Katie for sharing their photos too!",March 29,"3.6K Comments1,574 Shares",10K,asda
373,"""I'm a little bit obsessed with all the shiny kitchen things from Asda 😍""
That's what Christina said on Instagram about our iridescent homeware range from George. See what else people have been saying about it here: http://bit.ly/2pKmMiX Thanks also to Lydia, Kate and Katie for sharing their photos too!",March 29,"3.6K Comments1,574 Shares",10K,asda
374,"Our Extra Special Belgian Milk Chocolate & Salted Caramel Easter Egg has been voted Best Easter Egg 2018 in a taste test by the HuffPost UK.
Find out why the judges said it's ""great value, and the best flavour combination by far – a true hero.""",March 28,69 Comments66 Shares,1K,asda
375,"Our Extra Special Belgian Milk Chocolate & Salted Caramel Easter Egg has been voted Best Easter Egg 2018 in a taste test by the HuffPost UK.
Find out why the judges said it's ""great value, and the best flavour combination by far – a true hero.""",March 28,69 Comments66 Shares,1K,asda
376,"""I've finally got a cheese Easter egg after all these years!!!""
This new Blacksticks Blue Cheester Egg has got lots of people talking – like Charlie who shared this pic on Instagram. It comes with mini oatcakes and caramelised onion chutney and is available in selected stores for £5.",March 27,"9K Comments4,216 Shares",9.4K,asda
377,"""I've finally got a cheese Easter egg after all these years!!!""
This new Blacksticks Blue Cheester Egg has got lots of people talking – like Charlie who shared this pic on Instagram. It comes with mini oatcakes and caramelised onion chutney and is available in selected stores for £5.",March 27,"9K Comments4,216 Shares",9.4K,asda
378,"93-year-old widower Trevor has shopped at our Dunstable store every week since it opened in 2001 and says our colleagues there are like a family to him.
Trevor, who's been blind for the last 11 years, says they guide him round the store, explain special offers and cooking instructions, and take him to the cafe when he's finished. He said: ""When I go in I'm greeted with hugs – it's lovely. They take me out to dinner once a month and are really, really lovely people.” Read more: http://bit.ly/2pAlwOJ",March 25,"950 Comments1,048 Shares",27K,asda
379,"93-year-old widower Trevor has shopped at our Dunstable store every week since it opened in 2001 and says our colleagues there are like a family to him.
Trevor, who's been blind for the last 11 years, says they guide him round the store, explain special offers and cooking instructions, and take him to the cafe when he's finished. He said: ""When I go in I'm greeted with hugs – it's lovely. They take me out to dinner once a month and are really, really lovely people.” Read more: http://bit.ly/2pAlwOJ",March 25,"950 Comments1,048 Shares",27K,asda
380,"Awww how cute does little Louie look in our Peter Pan all in one!
Thanks to mum Leanne for sharing this fab pic on Instagram. Find this and other Disney outfits in selected stores and online: http://bit.ly/2pDpYMq",March 24,1K Comments211 Shares,8.4K,asda
381,"Awww how cute does little Louie look in our Peter Pan all in one!
Thanks to mum Leanne for sharing this fab pic on Instagram. Find this and other Disney outfits in selected stores and online: http://bit.ly/2pDpYMq",March 24,1K Comments211 Shares,8.4K,asda
382,"Bring out your kid's creative side this Easter with our crafty makes, bakes and gift ideas.
What are you waiting for? Hop to asda.gl/eastercraft for six ways to keep your little bunny entertained!",March 24,31 Comments35 Shares,171,asda
383,"Bring out your kid's creative side this Easter with our crafty makes, bakes and gift ideas.
What are you waiting for? Hop to asda.gl/eastercraft for six ways to keep your little bunny entertained!",March 24,31 Comments35 Shares,171,asda
384,"Our fairytale-inspired Enchanted Forest tea set is back in stores – and lots of people have been taking to social media to say how much they love it.
Thanks to Faye for sharing this great photo on Instagram. See what else people have been saying about the range here: http://bit.ly/2pvhya4",March 22,826 Comments347 Shares,5.4K,asda
385,"Our fairytale-inspired Enchanted Forest tea set is back in stores – and lots of people have been taking to social media to say how much they love it.
Thanks to Faye for sharing this great photo on Instagram. See what else people have been saying about the range here: http://bit.ly/2pvhya4",March 22,826 Comments347 Shares,5.4K,asda
386,"Creme. Egg. Fudge. Need we say more?
Head to asda.gl/cremeegg for our irresistibly gooey, chocolatey treat.",March 22,1.8K Comments786 Shares,2.3K,asda
387,"Creme. Egg. Fudge. Need we say more?
Head to asda.gl/cremeegg for our irresistibly gooey, chocolatey treat.",March 22,1.8K Comments786 Shares,2.3K,asda
388,"""Soft, a little bit gooey and ultra chocolatey – what more could you want?!""
That's what Alex said about our Free From Chocolate Brownie Mix on Instagram. It's free from gluten and dairy and £1.60 a pack: http://bit.ly/2HC0E1O",March 21,1.8K Comments747 Shares,5.7K,asda
389,"""Soft, a little bit gooey and ultra chocolatey – what more could you want?!""
That's what Alex said about our Free From Chocolate Brownie Mix on Instagram. It's free from gluten and dairy and £1.60 a pack: http://bit.ly/2HC0E1O",March 21,1.8K Comments747 Shares,5.7K,asda
390,"Our Warrington store's wonderful community champion Liz has set up a community friendship group to help combat loneliness and make it easier for people who might otherwise be isolated to make new friends.
Liz started the group for people of all ages to get together at the store's café, hear what's going on in the area and take part in fun activities. Helen Higginson from Warrington Hospital is supporting Liz's initiative and said: ""It's important for those who live on their own or feel isolated and lonely to have a reason to put on their shoes and leave the house. Having a hub where there's a welcoming, smiling face greeting everyone who walks through the door really does make a difference."" Read more: http://bit.ly/2piUIm2",March 18,453 Comments595 Shares,9.9K,asda
391,"Our Warrington store's wonderful community champion Liz has set up a community friendship group to help combat loneliness and make it easier for people who might otherwise be isolated to make new friends.
Liz started the group for people of all ages to get together at the store's café, hear what's going on in the area and take part in fun activities. Helen Higginson from Warrington Hospital is supporting Liz's initiative and said: ""It's important for those who live on their own or feel isolated and lonely to have a reason to put on their shoes and leave the house. Having a hub where there's a welcoming, smiling face greeting everyone who walks through the door really does make a difference."" Read more: http://bit.ly/2piUIm2",March 18,453 Comments595 Shares,9.9K,asda
392,"Happy St. Patrick's Day! 🍀 From boozy stews to hearty cakes, Guinness is the cooking ingredient you never knew you needed!
Visit asda.gl/guinness for the recipes.",March 17,41 Comments27 Shares,196,asda
393,"Happy St. Patrick's Day! 🍀 From boozy stews to hearty cakes, Guinness is the cooking ingredient you never knew you needed!
Visit asda.gl/guinness for the recipes.",March 17,41 Comments27 Shares,196,asda
394,"Look how excited George and Isabella are about our new Free From Choc Easter Bunny – which was inspired by a Facebook request from their mummy Laura.
Both of them have dairy allergies and Laura told us it was a shame they couldn’t enjoy the kind of fun chocolate animals their friends had at Easter. Our Free From team agreed and went into action. Laura said George and Isabella loved the new bunnies: “They’re now their favourite – thank you so much Asda!” Read more: http://bit.ly/2piKi5R",March 16,1.6K Comments792 Shares,10K,asda
395,"Look how excited George and Isabella are about our new Free From Choc Easter Bunny – which was inspired by a Facebook request from their mummy Laura.
Both of them have dairy allergies and Laura told us it was a shame they couldn’t enjoy the kind of fun chocolate animals their friends had at Easter. Our Free From team agreed and went into action. Laura said George and Isabella loved the new bunnies: “They’re now their favourite – thank you so much Asda!” Read more: http://bit.ly/2piKi5R",March 16,1.6K Comments792 Shares,10K,asda
396,"Our quirky new bunny-themed homeware range from George is putting a spring in everyone's step this Easter – here are some of the latest photos customers have been sharing.
The bunny designs include mugs, teapots, cushions and ornaments. See what people have been saying about the range here: http://bit.ly/2Ikidnr",March 14,1.9K Comments494 Shares,6.4K,asda
397,"Our quirky new bunny-themed homeware range from George is putting a spring in everyone's step this Easter – here are some of the latest photos customers have been sharing.
The bunny designs include mugs, teapots, cushions and ornaments. See what people have been saying about the range here: http://bit.ly/2Ikidnr",March 14,1.9K Comments494 Shares,6.4K,asda
