Date,Year,Brand,Post_Content,All_Responses,Comments,Shares,Views
2016-07-14 00:00:00,2016,Waitrose,Try these delicious mushroom and Gruyère burgers with sweetcorn salsa – they make a great meatfree dish for lunch or dinner: http://bit.ly/29rxENM,59,9,15,3700
2016-07-14 00:00:00,2016,Waitrose,"As it's National Ice Cream Month, we're enjoying these refreshing yet indulgent recipes - which one is your favourite?",55,7,5,0
2016-07-10 00:00:00,2016,Waitrose,Celebrate the Wimbledon final with Heston’s Strawberry Panna Cotta Trifle recipe: http://bit.ly/29NWy68,95,8,29,3500
2016-07-08 00:00:00,2016,Waitrose,"Celebrate the start of the weekend with our refreshing martini recipe using our Waitrose 1 Limoncello Italian Gelato.
Get the full recipe: http://bit.ly/29lmMNI",4400,1000,1903,489000
2016-07-08 00:00:00,2016,Waitrose,"Celebrate seasonal British cherries with these delightful dessert recipes. From chocolate brownies to cheesecake, which will you try?",51,6,5,0
2016-07-06 00:00:00,2016,Waitrose,"Try our twist on the classic affogato by adding our indulgent Waitrose 1 Chocolate and Hazelnut Italian Gelato – what’s not to love?
Read the full recipe: http://bit.ly/29qU5lV",1600,271,327,413000
2016-07-04 00:00:00,2016,Waitrose,"Today’s Q&A has now closed - thanks for all your great questions, I really enjoyed reading them all. Heston.",2300,169,84,0
2016-07-03 00:00:00,2016,Waitrose,"Enjoy the warmer weather with this beautiful baked strawberry cheesecake recipe.
Get the recipe: http://bit.ly/25T2sNl",60,4,19,2000
2016-06-30 00:00:00,2016,Waitrose,Planning a barbecue this weekend? Serve up the ultimate feast these delicious recipes.,21,2,3,0
2016-06-26 00:00:00,2016,Waitrose,"Keep the kids entertained with this fun owl cupcake idea. Simply top with chocolate icing and layer on chocolate buttons.
If you try this idea, why not post your photos below!",662,154,249,31000
2016-06-25 00:00:00,2016,Waitrose,Watch this recipe for giant spiced sausage roll by Heston with a delicious curry-flavoured mayonnaise: http://bit.ly/1sITcth,55,2,16,2600
2016-06-24 00:00:00,2016,Waitrose,"Watch our quick recipe for spicy coconut chicken – a vibrant and zesty salad that’s packed with flavour.
Recipe: http://bit.ly/21q4UUV",37,4,9,1500
2016-06-23 00:00:00,2016,Waitrose,"We love these spicy peanut carrot noodles topped with sliced salad onions. They make a great dish served alone or with grilled chicken for a healthy meal.
Get the recipe: http://bit.ly/1UfK8IC",137,17,46,4200
2016-06-18 00:00:00,2016,Waitrose,"The ultimate Ploughman's open sandwich, made with the very best ingredients from our new #Waitrose1 range.
Discover the very best of Waitrose: http://bit.ly/1smuTAT",1200,81,78,306000
2016-06-17 00:00:00,2016,Waitrose,Planning a dinner party? Try these after dinner mints with a twist!,285,22,38,18000
2016-06-15 00:00:00,2016,Waitrose,"We are pleased to have launched an exclusive new health innovation - fresh chicken with Omega 3.
Omega 3 is an important part of a balanced diet and helps maintain heart, brain and vision function.
Find out more: http://bit.ly/1Onjg77",38,4,12,0
2016-06-14 00:00:00,2016,Waitrose,"Last chance, WIN a Weber barbecue worth over £200 for Father’s Day!
Simply comment below and tell us which of these delicious BBQ foods you love the most:
1. Classic burgers...


See More",571,615,90,0
2016-06-11 00:00:00,2016,Waitrose,"Celebrate Her Majesty The Queen’s 90th birthday this weekend with our beautiful red, white and blue recipes. (Recipes below).
Chorizo and red pepper sandwiches: http://bit.ly/22Jxpy4
Lobster and prosecco taglierini: http://bit.ly/1ZrR0Rp
Coconut ice cream: http://bit.ly/24tAC48...


See More",34,6,3,0
2016-06-11 00:00:00,2016,Waitrose,We would like to wish Her Majesty The Queen a Happy 90th Birthday.,648,20,38,0
2016-06-10 00:00:00,2016,Waitrose,"WIN a Weber barbecue worth over £200 for Father’s Day, simply vote below with 1, 2, 3 or 4 and tell us which of these delicious BBQ foods you love the most:
1. Classic burgers
2. Halloumi and red pepper skewers
3. Sizzling hot dogs with grilled onions...
See More",1000,1200,198,0
2016-06-05 00:00:00,2016,Waitrose,Watch our delicious dairy-free recipe for summer berry burnt coconut creams. Get the recipe: http://bit.ly/1RT4Gip,86,8,35,3100
2016-06-02 00:00:00,2016,Waitrose,"Whizz up this tasty green houmous recipe in a blender and serve with your favourite chopped veg. It’s the perfect healthy snack that’s simple and quick to make.
Recipe: http://bit.ly/1TKJHE4",81,7,30,2400
2016-05-29 00:00:00,2016,Waitrose,"Watch Martha Collison’s fun recipe for iced ring biscuits. Friends and family will love these colourful and nostalgic sweet treats.
Get the recipe: http://bit.ly/1RcFMd5",98,9,38,5200
2016-05-28 00:00:00,2016,Waitrose,Serve up the ultimate sharing platter with our new Waitrose 1 range - from Italian Prosciutto di Parma to our delicious green olive bread. Try our recipe: http://bit.ly/1TnSRCU,29,4,2,0
2016-05-27 00:00:00,2016,Waitrose,"30-day dry aged Côte De Boeuf, topped with a herb butter, sliced thickly and served with seasoned chips.
Browse our new #Waitrose1 range for the very best of Waitrose: http://bit.ly/1smuTAT",2000,350,319,272000
2016-05-26 00:00:00,2016,Waitrose,We’re very proud to have won Which? 'Best Supermarket of the Year Award 2016'.,208,18,35,0
2016-05-26 00:00:00,2016,Waitrose,"Have you tried our new #Waitrose1 range? Pop in store on Friday or Saturday to taste the very best of Waitrose.
You can sample our Belgian chocolate and ginger thins, Italian coffee shortbread and our Salted vanilla ice cream with passion fruit sorbet.
Find out more: http://bit.ly/1WcWgtW",801,102,40,0
2016-05-25 00:00:00,2016,Waitrose,"Introducing our new Beef and Chorizo Chilli with salsa criolla, part of the new #Waitrose1 range.
Browse the very best of Waitrose, with over 500 products to try: http://bit.ly/1smuTAT",709,34,50,409000
2016-05-23 00:00:00,2016,Waitrose,"Our Berthaut's Époisses cheese, part of the new #Waitrose1 range.
Browse the very best of Waitrose, with over 500 products to try: http://bit.ly/1smuTAT",1300,106,143,645000
2016-05-22 00:00:00,2016,Waitrose,Watch Martha Collison’s fun recipe for classic fondant fancies. Read the full recipe here: http://bit.ly/1Yq07l0,146,11,62,4700
2016-05-21 00:00:00,2016,Waitrose,"Introducing our new Tanzanian Chocolate Ice Cream with Italian Blood Orange Sorbet.
Exclusive to the new #Waitrose1 range: http://bit.ly/1smuTAT",11000,1600,1303,1200000
2016-05-20 00:00:00,2016,Waitrose,"Introducing our new Tanzanian Chocolate Ice Cream with Blood Orange Sorbet, part of the new #Waitrose1 range.
Browse the very best of Waitrose, with over 500 products to try: http://bit.ly/1smuTAT",5300,626,824,1300000
2016-05-20 00:00:00,2016,Waitrose,"Comment below with A, B or C to vote for your favourite.
We asked you to suggest an exciting new flavour for our hot cross buns and here are the final three:
A. Chocolate and Orange...

See More",148,262,9,0
2016-05-16 00:00:00,2016,Waitrose,"Today’s gluten-free Q&A is now closed. Thank you for all of your fantastic questions.
For more recipes and information, please visit: http://bit.ly/1ThIOm7",2500,139,412,0
2016-05-13 00:00:00,2016,Waitrose,"Enjoy a night in with our indulgent £10 Dinner for Two!
Choose a starter or dessert, a main course, a side dish and a bottle of wine or chocolates. Shop in store or online: http://bit.ly/1TRhudc",33,6,4,0
2016-05-12 00:00:00,2016,Waitrose,Watch our simple recipe for crisp salmon fishcakes. Serve them with steamed greens or a fresh summer salad for a delicious dish: http://bit.ly/1XWWRNZ,71,7,45,2500
2016-05-10 00:00:00,2016,Waitrose,"Homemade cod fish finger buttie layered with creamy tartar sauce, peppery rocket and a squeeze of lemon – what’s not to love? http://bit.ly/1VNzmJS
We were a pioneer of sustainable fish in supermarkets and have one of the largest ranges of fish and shellfish, all of which are responsibly sourced. Find out more at waitrose.com/everythingwedo",3400,320,740,766000
2016-05-09 00:00:00,2016,Waitrose,Coming soon. #Waitrose1,1400,138,182,204000
2016-05-08 00:00:00,2016,Waitrose,"Why not treat yourself with our quick recipe for salted caramel and chocolate tart. Serve with a scoop of vanilla ice cream for the ultimate Sunday treat!
Recipe: http://bit.ly/1THZEZX",100,9,30,3000
2016-05-07 00:00:00,2016,Waitrose,"Why not have a go at making traditional pork pies with our tasty recipe from Waitrose Food magazine: http://bit.ly/1SZwPLM
Download Waitrose Food for delicious recipes straight to your phone or tablet. Download the app from the App Store or Google Play: http://bit.ly/1Tt0OGb",32,4,6,0
2016-05-06 00:00:00,2016,Waitrose,"Lucy Dodsworth captured our beautiful pear blossoms on a visit to the Waitrose Leckford Farm to experience #WaitroseAtSource.
These pretty blossoms will grow into our delicious Williams Pears that will be sold in store later this year.
To find out more about Leckford Farm visit: leckfordestate.co.uk",73,3,11,0
2016-05-04 00:00:00,2016,Waitrose,"We invited some of our favourite photographers to experience #WaitroseAtSource at the Waitrose Leckford Farm to see how we source and produce our food.
These are the crops used to create our beautifully coloured rapeseed oil sold in our stores.
This stunning photo was taken last week at sunrise by the very talented Sean Byrne Photography.",52,10,7,0
2016-05-01 00:00:00,2016,Waitrose,"Cooking a Sunday roast today? Try our pork loin recipe with apple, sage and pine nut stuffing: http://bit.ly/1U8nYXh
Serve with homemade gravy and our Swiss chard, potato and Caerphilly gratin recipe: http://bit.ly/1VpkOj2",27,4,2,0
2016-04-30 00:00:00,2016,Waitrose,"Perfectly boiled eggs with buttered toast for dipping – who loves dippy eggs and soldiers?
We are the only supermarket to guarantee that all of our eggs are free-range. Find out more: http://bit.ly/1Wvuckq",1300,113,131,40000
2016-04-29 00:00:00,2016,Waitrose,"We love this classic recipe for strawberry Arctic roll served with a dusting of icing sugar and fresh strawberries – it’s a great recipe to bake this weekend!
Recipe: http://bit.ly/1WR4TJN",45,3,9,0
2016-04-27 00:00:00,2016,Waitrose,"Win a pair of tickets to The Queen’s 90th Birthday Celebrations at Windsor from 12 - 15th May.
We’ve got 20 pairs of tickets to giveaway! To be in with a chance of winning, enter here: http://bit.ly/1SEswSE",51,6,11,0
2016-04-24 00:00:00,2016,Waitrose,"Sticky banana-maple pancakes served with crispy bacon – the ultimate weekend brunch on the table in 25 minutes.
Get the recipe: http://bit.ly/1YxdQGm",35,4,4,0
2016-04-23 00:00:00,2016,Waitrose,Pick up our exclusive cucumelon plants (in selected stores) and enjoy grape-sized watermelons that taste like cucumber!,116,16,34,0
2016-04-23 00:00:00,2016,Waitrose,"What’s your favourite type of coffee – Americano, cappuccino or latte?
We only source our milk from a pool of dedicated British farmers we know and trust.
Learn more: http://bit.ly/1Wvuckq",635,162,39,63000
2016-04-22 00:00:00,2016,Waitrose,"Tilly, aged 9, has designed a beautiful fruitcake for us to celebrate The Queen’s 90th birthday.
Pick yours up in store or online here: http://bit.ly/1SmsJYp",23,2,2,0
2016-04-22 00:00:00,2016,Waitrose,"Gooey chocolate brownie served with a dollop of fresh whipped cream.
We only source our cream from a pool of dedicated British farmers we know and trust.
Find out more: http://bit.ly/1Wvuckq",10000,380,432,0
2016-04-21 00:00:00,2016,Waitrose,We would like to wish Her Majesty The Queen a Happy 90th Birthday.,1800,46,122,0
2016-04-19 00:00:00,2016,Waitrose,"Try this Huevos rancheros recipe that can be enjoyed for breakfast, lunch or dinner! Serve with warm tortillas, a squeeze of lime and enjoy!
Get the full recipe: http://bit.ly/1r9u921",1000,122,283,55000
2016-04-16 00:00:00,2016,Waitrose,"Watch our blueberry and hazelnut torte recipe – a delicious crumbly pastry packed with blueberries.
Read the recipe here: http://bit.ly/1N3xR6W",63,3,13,1600
2016-04-14 00:00:00,2016,Waitrose,"Watch our simple recipe for Korean stir-fried pineapple noodles – a dish that’s packed with flavour and ready in 15 minutes.
Recipe: http://bit.ly/1qIZl82",72,4,21,2300
2016-04-10 00:00:00,2016,Waitrose,"Watch our gluten-free recipe for courgette lemon drizzle cake – perfect with a cup of tea!
Recipe: http://bit.ly/1Ryi8t7",137,18,73,5100
2016-04-09 00:00:00,2016,Waitrose,"Fresh, vibrant and healthy, our green smoothie bowl topped with fresh fruit is perfect for breakfast!
Recipe: http://bit.ly/1MYtCJH",671,117,141,322000
2016-04-08 00:00:00,2016,Waitrose,"Ready in 25 minutes, these Bloody Mary burgers are perfect for dinner tonight! Serve with horseradish dressing, sliced tomato and French fries.
Recipe: http://bit.ly/1UCybfC",33,2,3,0
2016-04-03 00:00:00,2016,Waitrose,"Watch how to cook perfect roast potatoes with a crunchy outside and fluffy centre using just two ingredients.
Read the recipe: http://bit.ly/1UmKj48",146,8,78,6100
2016-04-01 00:00:00,2016,Waitrose,"On the table in 25 minutes, our recipe for caramelised Korean beef with glass noodles is perfect for dinner tonight. Serve with toasted sesame seeds and coriander.
Get the recipe: http://bit.ly/1QFPYfp",51,3,6,0
2016-03-29 00:00:00,2016,Waitrose,"We’re proud to have donated nearly £24 million through our Community Matters scheme to over 70,000 good causes.
Don’t forget to pop your green token in the Community Matters box when shopping with us!",4000,144,249,0
2016-03-27 00:00:00,2016,Waitrose,"Who loves Rocky Road?
Try our recipe packed with crumbled shortbread, cherries, pistachios, Turkish delight and topped with melted white chocolate.
Recipe: http://bit.ly/22BLrlB",166,19,81,3500
2016-03-26 00:00:00,2016,Waitrose,"Get baking with the kids this Easter and try our cute Easter chick biscuits recipe – they also make a lovely gift for friends and family.
Read the recipe here: http://bit.ly/1Rw5h9Y",980,38,251,63000
2016-03-25 00:00:00,2016,Waitrose,Cooking fish today? Watch Russell from the Waitrose Cookery School show you how to pan-fry fish perfectly',182,7,48,18000
2016-03-25 00:00:00,2016,Waitrose,"Pop into your local Waitrose with the family this Bank Holiday weekend and take part in our Easter Egg Hunt! (selected stores only).
Share your Egg Hunt photos with us in the comments below, for a chance to win a family trip to Legoland & a delicious hamper!
Terms: http://bit.ly/1LB794Y",6100,220,306,0
2016-03-21 00:00:00,2016,Waitrose,"Cooking fish this Easter? Pop in store and pick up our Garnish & Go fish from the counter – it couldn’t be easier.
Find out more: http://bit.ly/1ReDcVl",740,50,65,419000
2016-03-20 00:00:00,2016,Waitrose,"Watch our simple one dish lamb roast recipe – it’s perfect for Easter Sunday lunch!
Read the full recipe here: http://bit.ly/1UkF5Eh",62,10,31,2700
2016-03-20 00:00:00,2016,Waitrose,"We have the perfect chocolate egg for you this Easter - from Sicilian lemon to Scottish raspberry, and including Heston’s exclusive Golden Egg: http://bit.ly/1U9uj5J",1200,61,111,574000
2016-03-19 00:00:00,2016,Waitrose,"We're inviting you to suggest a new flavour for our hot cross buns.
Simply tell us your suggestion in the comments below, for a chance to win a £500 Waitrose voucher.
Terms: http://bit.ly/1RJ8HX6",4900,4900,390,0
2016-03-16 00:00:00,2016,Waitrose,"Win £500 worth of Waitrose vouchers!
For a chance to win, simply tell us in the comments below a new flavour suggestion for our hot cross buns.
The winning flavour will be made in to a product and sold in stores next year!...
See More",5000,6700,642,0
2016-03-14 00:00:00,2016,Waitrose,"We're inviting you to suggest a new flavour for our hot cross buns.
Simply tell us your suggestion in the comments below, for a chance to win a £500 Waitrose voucher.
Terms: http://bit.ly/1RJ8HX6",1600,2600,276,0
2016-03-13 00:00:00,2016,Waitrose,"Warming, hearty and traditional – what’s not to love with our toad-in-the-hole and leek gravy recipe? http://bit.ly/1p2aU93",68,6,10,0
2016-03-12 00:00:00,2016,Waitrose,Baked sweet potato fries sprinkled with polenta for extra crispness.,4900,516,1830,121000
2016-03-11 00:00:00,2016,Waitrose,"Crunchy nachos with creamy avocado, melted cheese and chunky tomato salsa – the perfect Friday night snack.
Layer on all the of the ingredients and bake in the oven for 15 minutes or until the cheese is bubbling.",154,24,46,4500
2016-03-06 00:00:00,2016,Waitrose,"Happy Mother's Day!
Last chance to win a day out for two at the Waitrose Cookery School. Simply tell us in the comments below the dish your mum cooks best and why it's so special to you.
Terms: http://bit.ly/1QkpVdk...
See More",73,23,5,0
2016-03-05 00:00:00,2016,Waitrose,"Keep sharing your #ThanksMum messages for a chance to win a day out for two at the Waitrose Cookery School!
Simply tell us in the comments below the dish your mum cooks best and why it’s so special to you.
Terms: http://bit.ly/1QkpVdk",1200,282,153,0
2016-03-03 00:00:00,2016,Waitrose,"Wow mum this Mother’s Day with Martha Collison’s showstopping bake - dark coffee sponge layered with mascarpone icing and topped with shards of white chocolate and walnuts.
Discover the recipe here: http://bit.ly/1poFhXN",48,7,14,0
2016-03-02 00:00:00,2016,Waitrose,"Win a day out for two at the Waitrose Cookery School for you and your mum or loved one!
Simply tell us below the dish your mum cooks best and why it’s so special to you.
Terms: http://bit.ly/1QkpVdk ...
See More",6300,1300,520,0
2016-02-27 00:00:00,2016,Waitrose,"Win a day out for two at the Waitrose Cookery School!
For a chance to win, simply tell us below the dish your mum cooks best and why it’s so special to you.
Terms: http://bit.ly/1QkpVdk...
See More",1900,933,213,0
2016-02-26 00:00:00,2016,Waitrose,"Who fancies chicken fajitas for dinner tonight?
Serve yours with chunky guacamole, pineapple salsa, grated cheese, soured cream and a lime wedge.
Read the recipe: http://bit.ly/1FzZoX6",33,6,4,0
2016-02-24 00:00:00,2016,Waitrose,"We're celebrating mums everywhere this Mother's Day. Tell us below the dish your mum cooks best and why it’s so special to you.
You could win a day out for two at our Cookery School.
Terms: http://bit.ly/1OsqorK",4200,777,287,0
2016-02-21 00:00:00,2016,Waitrose,"Who’s baking today? Why not try our cappuccino loaf cake topped with mascarpone frosting and a fine dusting of cocoa powder.
Get the recipe: http://bit.ly/1Qh3oUe",96,10,18,0
2016-02-20 00:00:00,2016,Waitrose,This simple almond drink is easy to make and is a great dairy-free alternative to milk. Pour over cereal or use it in smoothies. Get the recipe: http://bit.ly/211hgXM,971,109,380,74000
2016-02-19 00:00:00,2016,Waitrose,Which toppings would you include on the ultimate pizza?,23,11,2,0
2016-02-18 00:00:00,2016,Waitrose,"A rich, velvety and vibrant dish, our roasted beetroot, ginger and coconut soup is a deliciously healthy option for colder days: http://bit.ly/1SPOQLZ",39,8,7,0
2016-02-14 00:00:00,2016,Waitrose,"What better way to impress your Valentine than with these heavenly heart-shaped churros with warm chocolate dip!
Read Martha Collison’s recipe here: http://bit.ly/1PPCe4J",91,6,9,0
2016-02-13 00:00:00,2016,Waitrose,"What’s for lunch today? How about our mushroom, cavolo nero and blue cheese toastie? Warming and comforting, it’s the perfect lunchtime treat.
Read the recipe here: http://bit.ly/20qVK9b",41,6,4,0
2016-02-12 00:00:00,2016,Waitrose,"Discover our most indulgent recipes of all time, from oozing chocolate fondant to Lobster Thermidor. Which one's your favourite?",58,15,8,0
2016-02-09 00:00:00,2016,Waitrose,"American-style pancakes filled with oozing hazelnut chocolate - what's not to love?
Get the recipe: http://bit.ly/1Ph9u38",1900,334,737,80000
2016-02-07 00:00:00,2016,Waitrose,"Ready in just 20 minutes, our creamy ricotta and kale tagliatelle is ideal for dinner tonight: http://bit.ly/1marNMZ",62,3,19,2200
2016-02-05 00:00:00,2016,Waitrose,"Who fancies our indulgent chocolate fondant with a molten centre? Serve with whipped cream and fresh raspberries for a delicious treat.
Discover the recipe: http://bit.ly/1S5i8p4",111,17,15,0
2016-02-04 00:00:00,2016,Waitrose,"Win our stunning premium Valentine’s bouquet worth £200, from Waitrose Florist.
Would you send yours to a loved one, or simply treat yourself? Tell us below for the chance to win.
Terms: http://bit.ly/1md8EtS",8900,8600,1509,0
2016-01-31 00:00:00,2016,Waitrose,"Who fancies one of these tasty orange and carrot steamed puds topped with homemade Seville orange marmalade?
Find the recipe here: http://bit.ly/23gUjyj",58,7,6,0
2016-01-30 00:00:00,2016,Waitrose,"Kick-start your day with our papaya breakfast bowls topped with natural yogurt, fresh berries and a drizzle of honey.",89,4,39,2600
2016-01-29 00:00:00,2016,Waitrose,"Add a flavoursome kick to your usual sweet potato with our delicious topping ideas, which one will you try?",76,6,26,2900
2016-01-27 00:00:00,2016,Waitrose,"Steve and Dave from The Happy Pear share their indulgent salted caramel tart recipe that’s also gluten-free!
Read the full recipe here: http://bit.ly/1Vo1eji",1700,338,1147,547000
2016-01-25 00:00:00,2016,Waitrose,"This competition is now closed, thank you to everyone who entered! We'll be announcing the winners on Wednesday. Terms: http://bit.ly/1WA7VzZ",9300,6900,1317,0
2016-01-24 00:00:00,2016,Waitrose,"Watch our simple recipe for oaty cookies with ginger and zesty orange – a delicious Sunday afternoon treat.
Recipe: http://bit.ly/1niNhsn",87,4,37,2800
2016-01-23 00:00:00,2016,Waitrose,"Watch The Happy Pear’s gluten-free bean burgers using butternut squash, black beans and roasted garlic.
Read the recipe: http://bit.ly/1SBqSDq",119,16,53,3100
2016-01-20 00:00:00,2016,Waitrose,"At Waitrose, we know there are some items you love to pick again, again and again- so we’re giving you the choice to pick your own offers http://bit.ly/1Zy8ZV1",784,47,85,527000
2016-01-18 00:00:00,2016,Waitrose,"This competition is now closed, thank you to everyone who entered! We'll be announcing the winners on Wednesday. Terms: http://bit.ly/1nnA9lM",9000,8100,1202,0
2016-01-16 00:00:00,2016,Waitrose,"Why not bake a big batch of homemade granola for breakfast – it’ll keep for up to a month in an airtight container.
Recipe: http://bit.ly/1SDQazI",44,5,11,0
2016-01-15 00:00:00,2016,Waitrose,"Pop in store today and enjoy 25% off all fish from the fish counter with a myWaitrose card– perfect for our delicious pesto-crumbed cod recipe.
Read the full recipe here: http://bit.ly/1RnBwgy",2100,206,488,580000
2016-01-13 00:00:00,2016,Waitrose,"Treat yourself to our dairy-free almond and date hot chocolate – it’s simple to make and low fat!
Read the recipe here: http://bit.ly/1OdqQgU",55,3,33,2500
2016-01-11 00:00:00,2016,Waitrose,"Kick-start your day with our dairy-free smoothie recipe with creamy avocado and zesty lime: http://bit.ly/1OfdWgc
What’s your favourite smoothie recipe?",6900,1100,4535,1100000
2016-01-10 00:00:00,2016,Waitrose,"Watch Donal Skehan’s simple gluten-free pancake recipe. Serve with your favourite fruit, yogurt and a drizzle of honey.
Read the recipe: http://bit.ly/1S8vn81",1700,338,1352,519000
2016-01-09 00:00:00,2016,Waitrose,"Selected meat is now half price, perfect for our sesame, chilli and lemongrass chicken stir-fry recipe: http://bit.ly/1PaGqaT",35,3,2,0
2016-01-08 00:00:00,2016,Waitrose,"Pop in store today and enjoy 25% off all fish from the fish counter with a myWaitrose card – perfect for our delicious Teriyaki salmon recipe: http://bit.ly/1OfM63s
What’s your favourite recipe using fish?",103,6,38,2500
2016-01-07 00:00:00,2016,Waitrose,"Dairy-free and guilt-free, our frozen banana ice cream is the perfect evening treat. Sprinkle with chopped nuts before serving.
Recipe: http://bit.ly/1JSMV0i",86,11,32,3800
2016-01-06 00:00:00,2016,Waitrose,"For a vibrant and flavoursome salad, try our recipe for herbed tabbouleh served with a tahini and yogurt dressing.
Read the recipe: http://bit.ly/1OuxKzH",35,3,11,1800
2016-01-03 00:00:00,2016,Waitrose,"Mix together pineapple, kiwi, green veg & a handful of mint for a revitalising smoothie: http://bit.ly/1PkaHIw",58,5,12,0
2016-01-01 00:00:00,2016,Waitrose,Happy New Year from all of us at Waitrose!,25000,345,2473,1400000
2015-12-30 00:00:00,2015,Waitrose,"Chocolate pecan brownie bowls filled with a scoop of vanilla ice cream. Drizzle with gooey caramel sauce and sprinkle with hundreds and thousands - the ultimate after-dinner dessert!
Read the recipe: http://bit.ly/1UyENZ7",141,10,47,3500
2015-12-29 00:00:00,2015,Waitrose,"Watch Madeleine Shaw’s delicious Thai turkey soup recipe using shredded turkey, courgetti and spiralised sweet potato.
Read the recipe: http://bit.ly/1MtrWk8",41,4,17,2400
2015-12-28 00:00:00,2015,Waitrose,"Brie toasties with a cool dollop of leftover cranberry sauce.
What delicious food are you enjoying today?
#MakesChristmas",55,4,7,1900
2015-12-27 00:00:00,2015,Waitrose,"Christmas brings so many special moments and traditions.
Share the best photos from your Christmas in the comments below and you could win a special treat from us!
Terms: http://bit.ly/1XiPOCS",5700,717,180,0
2015-12-27 00:00:00,2015,Waitrose,"Leftover turkey, savoury stuffing and a dollop of cranberry sauce, all sandwiched between thick bread slices.
#MakesChristmas",917,68,67,868000
2015-12-25 00:00:00,2015,Waitrose,"What do you enjoy the most about your Christmas roast dinner? For us it’s lashings of homemade gravy!
Comment below with a wonderful moment that #MakesChristmas for you for a chance to win a gift from us!
Terms: http://bit.ly/1XiPOCS",269,231,23,3200
2015-12-25 00:00:00,2015,Waitrose,"Merry Christmas from all of us at Waitrose!
#MakesChristmas",2900,80,556,520000
2015-12-24 00:00:00,2015,Waitrose,"Leaving a treat out for a certain special visitor #MakesChristmas
What does your family leave out for Father Christmas?",757,110,108,382000
2015-12-23 00:00:00,2015,Waitrose,"A warm welcome home #MakesChristmas.
Who are you celebrating it with?",1500,93,140,975000
2015-12-22 00:00:00,2015,Waitrose,"Leave Santa a sweet treat on Christmas Eve with our festive spiced iced biscuit recipe.
Read the recipe here: http://bit.ly/1MeA2xd",45,2,14,2800
2015-12-21 00:00:00,2015,Waitrose,"Watch Heston Blumenthal's simple recipe for the ultimate roast potatoes: http://bit.ly/1QFhHB0
Heston shows you his technique to achieve the perfect roast potatoes - crisp on the outside and beautifully fluffy on the inside.
#MakesChristmas",59,8,31,2100
2015-12-21 00:00:00,2015,Waitrose,"Try our recipe for Tikka roasted cauliflower with a dollop of tahini yogurt – on the table in 25 minutes and perfect for meat-free Monday!
Recipe: http://bit.ly/1P4vGwZ",48,7,7,0
2015-12-20 00:00:00,2015,Waitrose,"Watch how to roast the perfect turkey with our top tips and tricks.
Learn more and discover our turkey buying guide here: http://bit.ly/1IZD0W9",67,8,25,3600
2015-12-20 00:00:00,2015,Waitrose,"Who’s excited for pigs in blankets on Christmas Day? Only 5 days to go…
#MakesChristmas",114,25,6,2100
2015-12-18 00:00:00,2015,Waitrose,"A festive Christmas jumper #MakesChristmas
Tag a friend below who loves Christmas jumpers!",48,16,4,1500
2015-12-18 00:00:00,2015,Waitrose,"A little Heston magic #MakesChristmas.
The Heston from Waitrose Buck's Fizz Swirl dessert is available in store and online",1300,149,151,1200000
2015-12-18 00:00:00,2015,Waitrose,"Make the most of seasonal sprouts with our quick stir-fry recipe. Rich in vitamin C and 1 of your 5 a day, it makes a great side for Christmas Day
Recipe: http://bit.ly/1OKxgUB",26,6,5,1300
2015-12-17 00:00:00,2015,Waitrose,"Watch author of ‘Get The Glow’, Madeleine Shaw, show you her delicious recipe for gluten-free sticky toffee puddings with creamy vanilla custard.
Recipe: http://bit.ly/1QAvp6S",40,4,19,1300
2015-12-17 00:00:00,2015,Waitrose,"Chocolate and gold #MakesChristmas
Our Chocolate Sparkle Bar dessert is now available in store and online",1100,59,106,929000
2015-12-16 00:00:00,2015,Waitrose,Watch how to make these cute strawberry Santas for a fun treat or a kids’ Christmas party.,123,10,78,3300
2015-12-16 00:00:00,2015,Waitrose,"Win an Ultimate Christmas Hamper from Waitrose Gifts!
Simply tell us the best Christmas gift you’ve ever given to someone in the comments below.
Terms: http://bit.ly/1I6AJxz...
See More",1900,2000,239,0
2015-12-15 00:00:00,2015,Waitrose,"Make your own Reindeer food ready for Christmas Eve using oats and edible glitter.
A fun and festive activity for the kids.",30,6,14,1800
2015-12-14 00:00:00,2015,Waitrose,Heston shows you how to make his moreish gammon with maple-mustard glaze - perfect for an alternative Christmas centrepiece or Boxing Day lunch: http://bit.ly/1Y9C0Lu,69,8,38,1700
2015-12-14 00:00:00,2015,Waitrose,"Something for afters #MakesChristmas
Our Cave aged Wookey Hole mature Cheddar is available in store and online: http://bit.ly/1mjyzR6",1000,108,113,614000
2015-12-13 00:00:00,2015,Waitrose,"Last chance to win the ultimate Christmas dinner for 12 people, including food, tableware, wine and Champagne!
Simply tell us the special moment that #MakesChristmas for you in the comments below for the chance to win.
Terms: http://bit.ly/1XiPOCS",8900,6600,937,0
2015-12-12 00:00:00,2015,Waitrose,"Watch how to make an indulgent dessert, using the well-loved flavours of Black Forest gateau layered into a trifle.
Recipe: http://bit.ly/1O06avK",86,5,40,2600
2015-12-12 00:00:00,2015,Waitrose,"Watch Heston’s recipe for cherry Bakewell vodka cranberry sauce – a delicious twist on a classic!
Recipe: http://bit.ly/1IJUCL0",50,2,17,1000
