Date,Year,Brand,Post_Content,All_Responses,Comments,Shares,Views
2018-07-18 00:00:00,2018,Marks and Spencer,"Our delicious rump steaks are a cut above the rest and at the new price of just £3.50, it’s time to fire up the BBQ. 😋",3900,104,138,0
2018-07-18 00:00:00,2018,Marks and Spencer,Get yourself a generous slice of summer with our indulgent British Strawberry and Cornish clotted cream cake. 😋,1200,310,116,0
2018-07-17 00:00:00,2018,Marks and Spencer,"How about a delicious healthy snack break with our sweet British strawberries? In store now, 2 packs for £4.🍓",156,29,19,16000
2018-07-17 00:00:00,2018,Marks and Spencer,Sale is now up to 60% off. If ever there was a time to treat yourself 😉 Shop the sale here. http://po.st/sale60,222,29,18,20000
2018-07-14 00:00:00,2018,Marks and Spencer,"With their final game over, we are saying congratulations to the England football team, who finished in 4th place. Their best result since 1990. ⚽️🏴󠁧󠁢󠁥󠁮󠁧󠁿",9900,408,886,0
2018-07-14 00:00:00,2018,Marks and Spencer,"There is nothing quite like strawberry season with the sweetest, ripest picks grown by our trusted farmers. Pick up a delicious pack in store now for just £2 🍓",219,31,25,20000
2018-07-13 00:00:00,2018,Marks and Spencer,"We’re coming up all Rosé after winning the award for best Rosé wine retailer this week! From light, delicate blush to full-bodied pink, shop our fabulous rosé selection here 🥇 > po.st/RoseThisWay18",257,14,28,0
2018-07-13 00:00:00,2018,Marks and Spencer,"We pick our strawberries at exactly the right time so they’re absolutely delicious. With the jewel in the crown being our Red Diamond strawberry, only available at M&S. 👑",241,31,20,15000
2018-07-12 00:00:00,2018,Marks and Spencer,"From strawberries to raspberries, to blackberries, it’s officially berry season! Pop in-store and pick up 2 packs for just £4, try not to enjoy them all at once 😉 🍓",319,27,12,0
2018-07-11 00:00:00,2018,Marks and Spencer,We may not have made it to the final but we are standing tall with Gareth and the England football team.,20000,481,1509,0
2018-07-11 00:00:00,2018,Marks and Spencer,UPDATE: WE HAVE NOW PICKED OUR WINNER AS EMMA LANE. CONGRATULATION To EMMA. Get behind Gareth and the team ahead of tonight's semi-final with our fun Facebook camera filter. Tap the try now button to take you straight to your camera app. Post your images in the comments below and at the end of the game we will pick one lucky person to win a £500 gift card. #ItsComingHome T&C's here http://po.st/worldcupframeTCs,457,269,36,0
2018-07-11 00:00:00,2018,Marks and Spencer,"You could say we’ve got Football fever ⚽️ Like, comment or share to show your support to Gareth and the team ahead of tonight's game. #LuckyWaistcoat #WaistcoatWednesday #ItsComingHome",2700,179,644,0
2018-07-11 00:00:00,2018,Marks and Spencer,"We’ve had some fantastic customer reviews on our waistcoat, but were particularly pleased at the satisfaction from this gentleman when testing out his new waistcoat on a work trip to Russia. 🤔 😉 #WaistcoatWednesday #itscominghome",4400,219,626,0
2018-07-11 00:00:00,2018,Marks and Spencer,Percy’s ready for the World Cup semi-final. Are you? #waistcoatwednesday #itscominghome ⚽️🏆,4000,279,683,0
2018-07-10 00:00:00,2018,Marks and Spencer,"Get behind the England football team ahead of the semi-final with our fun, World Cup photo filter. Use it to take part in #waistcoatwednesday and share your pictures with us in the comments below. ⚽🏆 Happy snapping. 📸",598,115,123,0
2018-07-10 00:00:00,2018,Marks and Spencer,"Keep cool in the heat with our selection of indulgent ice cream and refreshing lollies, with ice cream tubs half price at just £1.50. 🍨",254,13,29,0
2018-07-09 00:00:00,2018,Marks and Spencer,"Simple, tasty, and kind of ‘messy’, this seasonal berries Eton mess cake is the perfect sweet treat for a sunny afternoon enjoying the tennis. Whip it up with our British strawberries for just £2 🍓 > po.st/FreshBerriesEtonMessRecipe",762,52,69,0
2018-07-07 00:00:00,2018,Marks and Spencer,🙌🏽⚽️🍾 The lucky waistcoat strikes again. #footballscominghome,24000,451,3744,0
2018-07-07 00:00:00,2018,Marks and Spencer,"⚽ Congratulations to Debbie Smallwoods & Ellie Bromilow who were the lucky winners of our watch & win competition! It's coming home!!! We think a special waistcoat may have had something to do with it.... ⚽ Our Watch & Win competition is back for the quarter final match, let’s hope the lucky waistcoat strikes again 🤞. To enter and be in with the chance of winning simply tag who you’re watching the game with below and at the end of the match if we’ve scored we will pick a winner(s) that will win the prize that corresponds to the player who scored. Prizes include the M&S suit worn by the England team (Worth £200), £100 M&S gift cards, a case of Champagne and more! #ItsComingHome > http://po.st/worldcupcomp",1700,2900,286,71000
2018-07-07 00:00:00,2018,Marks and Spencer,"We hope everyone celebrating pride today in London has a fantastic day! We’re out marching with you and are proud to be donating £15,000 to Pride initiatives. Wear your true colours with pride 🌈",2100,46,185,48000
2018-07-07 00:00:00,2018,Marks and Spencer,All of us at M&S are today getting behind the England team by wearing the waistcoat made famous by Gareth Southgate during the World Cup. We heard it’s their lucky charm ;). Join us on what we are coining National Waistcoat Day by donning yours. Share your images using the #luckywaistcoat,1100,60,185,0
2018-07-06 00:00:00,2018,Marks and Spencer,"Enthusiastic fan of all things circular, including pizza and a certain Fifa World Cup ball? Get set for the match tomorrow with our delicious wood fired pizzas. Available in-store and online. ⚽ > po.st/WorldCupPartyFood",218,15,8,0
2018-07-06 00:00:00,2018,Marks and Spencer,"Get set for the big game tomorrow with our fantastic range of refreshing lagers, ales and IPA’s. Available in store now and you can even pick up 4 for the price of 3 🍻",136,17,12,0
2018-07-06 00:00:00,2018,Marks and Spencer,"We’re proud to be the official tailor to the England team and are delighted England are through to the quarter-finals. Some have even said that a certain waistcoat has been bringing the team some extra luck, so we’re hailing Saturday National Waistcoat Day. Let’s get behind them this Saturday and bring it home! #LuckyWaistcoat #ItsComingHome ⚽",3100,142,516,0
2018-07-06 00:00:00,2018,Marks and Spencer,"With it set to be another scorcher of a weekend, cool down with our new delicious flavours of ice cream. Will you be scooping up our Raspberry Pavlova or the Chocolate & Caramel Sundae? If you haven’t tried them yet, they’re currently half price at just £1.50 😋",408,97,39,0
2018-07-05 00:00:00,2018,Marks and Spencer,Our summer sale is now on! Be quick and enjoy up to 50% off.,3400,506,315,761000
2018-07-04 00:00:00,2018,Marks and Spencer,Our gorgeous striped jumpsuit will be your kids new favourite outfit for all sorts of summer fun. 🎈,130,17,9,0
2018-07-04 00:00:00,2018,Marks and Spencer,"Raise a glass to our new, award winning Champagne and get set for a summer full of fizz with 20% off our Delacourt range🥂",564,35,35,0
2018-07-03 00:00:00,2018,Marks and Spencer,"⚽ What an amazing game! Congratulations to the team for getting through to the quarter-finals! We can't wait to watch on Saturday. With a goal during normal time by Harry Kane, Jennifer McClelland is our lucky winner of the M&S suit as seen on the England football team, we'll be in touch very soon ⚽ Tonight, is set to be quite the game and our Watch & Win competition is back 🎉 To enter and be in with the chance of winning simply tag who you’re watching the game with below and at the end of the match if we’ve scored we will pick a winner(s) that will win the prize that corresponds to the player who scored. Prizes include the M&S suit worn by the England team (Worth £200), £100 M&S gift cards, a case of Champagne and more! ⚽ > http://po.st/worldcupcomp",1700,3400,308,74000
2018-07-03 00:00:00,2018,Marks and Spencer,"We loved seeing all of the burger creations, featuring our Best Ever Burger patty (and really loved recreating them 😋). The people have now spoken and the lucky winner of the £500 BBQ is Tom Wilk, with his All British Burger. See the recipe below so that you can give it a go! 🍔",249,52,17,0
2018-07-03 00:00:00,2018,Marks and Spencer,"The sun is shining and our favourite tennis tournament is back, so there is no time like the present to enjoy our perfectly ripe Strawberries at just £2 (don’t forget the cream!) 🍓",601,31,44,0
2018-07-02 00:00:00,2018,Marks and Spencer,Introducing Rosie's 3 steps to a beautiful supermodel glow. Shop the fabulous products featured below 🌹,192,16,22,23000
2018-07-02 00:00:00,2018,Marks and Spencer,"We're celebrating Pride by giving our Rainbow Roasted Vegetable Sandwich an extra twist, with our limited edition rainbow packaging and we'll be donating £10,000 to Pride charities. Available in store now 🏳️‍🌈",1200,182,150,0
2018-07-01 00:00:00,2018,Marks and Spencer,What better way to enjoy the sun than relaxing into our super-comfy laid-back bean bags. They’re also waterproof so perfect for the unpredictable British weather 😉 > po.st/BeanBagHere,433,41,31,0
2018-06-30 00:00:00,2018,Marks and Spencer,Bright dresses are made for bright weekends This gorgeous multi-coloured dress costs just £18 and is perfect for summer. ☀️ > po.st/CuteSummerDress,399,39,31,0
2018-06-30 00:00:00,2018,Marks and Spencer,"Sunny days call for great beer! We’ve searched high and low to bring you fantastic regional beers, from Bristol to London, Cornwall to Suffolk. Now available in-store at just £2 and you can pick up 4 for the price of 3 🍻",189,22,23,0
2018-06-30 00:00:00,2018,Marks and Spencer,"Out enjoying the sun? Cool off with one of our four, delicious, new ice cream flavours. Our personal favourites are rhubarb & custard and blackcurrant cheesecake, let us know in the comments which you'll be trying first. PLUS they're currently part of our half price offer, so at just £1.50 a tub, you might as well try both 😉🍦",833,286,101,0
2018-06-29 00:00:00,2018,Marks and Spencer,"Thank you to everyone that entered our Best Ever Burger competition. It was a tough job ;) but we have now narrowed it down to 9 finalists, and we are throwing it over to you to decide which of these delicious, mouth-wateringly good burger creations is the best, all made with our Best Ever burger patty (available in-store now). Crowning it’s creator Burger Champ 2018 (Quite the accolade). Comment below the burger you think should be the winner to vote. (Voting ends midnight Sunday with the winner, getting a BBQ worth £500) 🍔 > po.st/TermsAndConditionsCompetition",150,176,61,0
2018-06-28 00:00:00,2018,Marks and Spencer,"⚽ What a game! There were no lucky winners this time but join us again on Tuesday to be in for your chance to win big ⚽ We're celebrating the last match of the group stages by DOUBLING the value of prizes for our Watch and Win competition! 🍾🎉To enter and be in with the chance of winning simply comment and share the post below and at the end of the match if we’ve scored we will pick a winner(s) that will win the prize that corresponds to the player who scored. Prizes include the M&S suit worn by the England team (Worth £200), £100 M&S gift cards, a case of Champagne and more! BONUS PRIZE - If we manage another 6 goal win we will give away a massive £1000 voucher (See the full list of prizes available in the top comments). ⚽ > http://po.st/worldcupcomp",3700,5900,5199,240000
2018-06-28 00:00:00,2018,Marks and Spencer,"Enjoy a slice of the action with our mouth-watering pizza offer. Pick up 2 pizzas and 2 sides for £10, the perfect treat for pitch side viewing 🍕",244,39,18,0
2018-06-28 00:00:00,2018,Marks and Spencer,"Introducing Rosie's hydrating, long-lasting colour lipsticks. Perfect to take you from day to night. 💋 > po.st/RosieLipstick",167,21,14,0
2018-06-27 00:00:00,2018,Marks and Spencer,"With the next England match tomorrow, we can't wait to support the team! Will you be cheering along with our brilliant Belgium lager or our new Wimbledon Ale, brewed slightly closer to home? ⚽",91,22,8,0
2018-06-26 00:00:00,2018,Marks and Spencer,"With it set to be a scorcher this week cool down with our super-creamy lollies, made with real fruit purée. Pick up two packs for £5, enough to last the week ☀️",336,28,35,0
2018-06-25 00:00:00,2018,Marks and Spencer,"Get set for a summer of BBQ’s with our incredible meat-box. From juicy steaks to burgers, meatballs to saltimbocca, it’s the perfect pack for any summer party. If you’re not tempted yet, 100% of online reviewers would recommend it to a friend 💯 > po.st/TheUltimateMeatBox",230,13,18,0
2018-06-24 00:00:00,2018,Marks and Spencer,It’s never too early to get them ready for their first day back at school. Shop 20% off school uniform with our early bird offer. 🏫,479,147,126,0
2018-06-24 00:00:00,2018,Marks and Spencer,"⚽ What a win! We have an amazing 6 lucky winners 🎉 - Teresa Jones, Janet Rydings, Gary Mills Millington, Caroline Hunt Jones, Hayley Jewell and Hayley H Bell. We will be in touch very soon! Join us on Thursday for your chance to win! ⚽ Watch and win! If you’re supporting England in their second game of the World Cup today against Panama, we have a fun competition for you to enter. Simply tag who you are watching the game with in the comments below and at the end of the match if we’ve scored we will pick a winner(s) that will win the prize that corresponds to the player who scored. Prizes include the M&S suit worn by the England team, £100 M&S gift card, Champagne and more! Each winner will also win a Panama hat 😉 (See the full list of prizes available in the top comments). ⚽ > http://po.st/worldcupcomp",1600,3800,303,240000
2018-06-24 00:00:00,2018,Marks and Spencer,Planning a weekend escape to the country? Think pretty yet practical with our country retreat must haves.,610,24,29,0
2018-06-23 00:00:00,2018,Marks and Spencer,Add a splash of playful colour to your summer dining this season with our new Summer Brights picnic collection.,233,14,20,0
2018-06-22 00:00:00,2018,Marks and Spencer,"Burger lovers, we have a crucial condiment question for you... What is your must have sauce to top our Best Ever burger? 🍔",101,100,6,0
2018-06-21 00:00:00,2018,Marks and Spencer,Cool down in style by giving our delicious Gin & Tonic Sorbet recipe a try...It's almost Friday after all! 😉 > po.st/GinRecipes,2200,774,882,0
2018-06-19 00:00:00,2018,Marks and Spencer,Fancy some burger inspiration? Scroll below to build your Best Ever Burger 🍔,1000,189,64,0
2018-06-19 00:00:00,2018,Marks and Spencer,Planning a city break this summer? Visit our holiday shop to find summer essentials for every occasion > po.st/CityBreakShop,509,36,24,0
2018-06-18 00:00:00,2018,Marks and Spencer,"⚽ What a game! Harry ""The Hero"" Kane scored twice so that's a £100 voucher for both Ellen Hunter and Helen Armstrong Barfoot! Congratulations and we'll be in touch very soon. Join us again on Sunday for the next England match to be in for your chance to win! ⚽
Watch and win! If you’re supporting England in the World Cup this evening, we have a fun competition for you to enter. Simply tag who you are watching the game with in the comments below and at the end of the match if we’ve scored 🤞 we will pick a winner(s) that will win the prize that corresponds to the player who scored. (See the prizes available in the top comments). ⚽ > po.st/WorldCupCompTandCsHere",2100,5600,500,97000
2018-06-17 00:00:00,2018,Marks and Spencer,"Just in time for Father's Day, we have introduced the latest addition to the Percy Pig family, Percy's parents. Find out the names we've chosen (from over 2000 of your suggestions!) in the video below. 🐷🐷",3400,1900,601,244000
2018-06-16 00:00:00,2018,Marks and Spencer,Wondering how to treat dad this Father’s Day? Why not whip up an unbeatable burger by adding beef brisket to our Best Ever Burger patty. We’re calling it the ultimate daddy burger 👌 Recipe in the comments below!,66,10,11,0
2018-06-15 00:00:00,2018,Marks and Spencer,"A new range of beers brewed using surplus bread from M&S sandwiches is helping fight food waste, one bottle at a time. If that isn't an excuse to crack open a can we don't know what is. 🍻",309,31,57,25000
2018-06-15 00:00:00,2018,Marks and Spencer,"We know it's a hard one but if you could pick one topping, yes only one, to make our Best Ever burger even more mouthwatering, would you be adding slices of cheese or bacon? 🤔",128,93,7,0
2018-06-14 00:00:00,2018,Marks and Spencer,"Introducing our new Rose flavoured Colour Changing Gin! And with 20% off* spirits it's the perfect way to be-GIN your weekend! Tag a gin lover in the comments below. 😍 > po.st/RoseGinThisWay
*Available in store and online",6300,4900,2174,425000
2018-06-14 00:00:00,2018,Marks and Spencer,"Whatever the final score, keep your football fans happy with a knockout spread. ⚽ > po.st/PlanYourFeast",295,19,18,0
2018-06-14 00:00:00,2018,Marks and Spencer,The most beautiful blooms. Pink peonies are the ultimate picture-perfect flowers. Grab your bunch before their short but sweet season ends 💐,3600,299,142,0
2018-06-13 00:00:00,2018,Marks and Spencer,"Ready. Set. Cook. We are on the hunt for our Burger Champ 2018. Do you think you have what it takes? You can be in with the chance of winning one of nine £100 M&S vouchers or taking home the top prize of a BBQ worth £500. PLUS you’ll get the title of Burger Champ 2018. Watch the video below to find out how to enter. Don’t forget to let us know what region you are representing when submitting your burger image in the comments. (Areas are, North East, North West, Scotland, The Midlands, South East, South West, Wales, Northern Ireland and London). > po.st/TermsAndConditionsCompetition",1300,351,225,754000
2018-06-12 00:00:00,2018,Marks and Spencer,"Treat dad with our indulgent Windsor hamper. Filled with delicious chocolates, a bottle of Malbec and much more. 🥂",272,34,17,0
2018-06-12 00:00:00,2018,Marks and Spencer,"Here are the England football team in the official team photo, which has been released ahead of their travel to Russia. M&S is the official suit supplier for the Men’s England Football team. The suits are available to buy in-store and online this summer. We're wishing the team the best of luck ⚽ > po.st/WorldCupSuitShop",1100,105,187,0
2018-06-11 00:00:00,2018,Marks and Spencer,"Looking for the perfect Father’s Day gift, treat him to some of our fabulous Dermot skincare range. 😉",105,22,14,0
2018-06-10 00:00:00,2018,Marks and Spencer,Brighten up your garden with our furniture and accessories this summer. 🌱,452,36,38,0
2018-06-10 00:00:00,2018,Marks and Spencer,We are proud to introduce you to Dermot O' Leary's latest fragrance Earl Grey and Sandalwood. The sophisticated fragrance makes the perfect Father's Day gift. 🎁,439,145,52,0
2018-06-09 00:00:00,2018,Marks and Spencer,We're celebrating Father's Day early with five stylish dads and their little (and not so little) ones! All outfits worn are available online and in store now 😎,121,11,7,24000
2018-06-09 00:00:00,2018,Marks and Spencer,Celebrate World Gin Day in style with one of our three fresh recipe ideas. We've even got 20% off* on selected spirits so enjoying a tipple with a twist is the perfect way to be-GIN your weekend! Tag a gin lover in the comments below. > po.st/GinRecipesHere,198,54,62,0
2018-06-08 00:00:00,2018,Marks and Spencer,"In a recent survey, people in the UK named cheese, bacon and onions as their ultimate burger toppings. Will you be adding cheese to our Best Ever Burger? Vote below 🍔",123,44,4,0
2018-06-08 00:00:00,2018,Marks and Spencer,"Introducing our gorgeous new fragrance from Rosie. With notes of orange blossom, white flowers, sandalwood and vanilla you'll be sure to fall in love at first spritz with the Rosie for Autograph Divine Elixir 💕 > ‪po.st/RosieFragranceHere",244,18,25,0
2018-06-07 00:00:00,2018,Marks and Spencer,"One pair of shorts, three fabulous outfits! Walk on the sunny side this summer with our holiday-ready pairing. 😎",260,17,12,0
2018-06-07 00:00:00,2018,Marks and Spencer,"Make like a Hollywood icon in this ultra-flattering swimsuit, your fast-track to old-school seaside glamour. 🐚",631,51,29,0
2018-06-06 00:00:00,2018,Marks and Spencer,Who better to review our school kit essentials than the parents themselves? Pick up their uniform now and get 20% off. 🍎✏️,77,16,37,0
2018-06-06 00:00:00,2018,Marks and Spencer,"A year in the making, our Best Ever Burger is the stuff dreams are made of. Now it’s your turn to make it your very own by adding your favourite accompaniments. From a Smokehouse Ketchup Melt to a sweetcorn relish, the world is your oyster. 🍔",2700,704,221,0
2018-06-06 00:00:00,2018,Marks and Spencer,"Whether, you're exploring the city, enjoying a great British picnic or having a seaside day, staycation in style this summer with our capsule wardrobe. 💃🏻",235,13,14,0
2018-06-05 00:00:00,2018,Marks and Spencer,"With less than two weeks away from Father’s Day, make sure dad can relax in style on his big day! ☺️",72,3,19,22000
2018-06-05 00:00:00,2018,Marks and Spencer,"The early bird catches the worm, AND 20% off school uniform with our early bird offer. Ensuring they are off to a great start both in the classroom and on the playground. #LifeIsntUniform",3000,1400,1350,0
2018-06-04 00:00:00,2018,Marks and Spencer,"The ideal Father's Day gift for any pie lover 😍. Made up of a large pork pie, fiery piccalilli, pork scratchings and crisps, perfect for enjoying with a couple of bottles of British beer. If you're lucky he may even share...",103,18,15,0
2018-06-04 00:00:00,2018,Marks and Spencer,"Show your support for Look Good Feel Better week with our pop-up lip makeover service. For a £2 donation our beauty advisers will help select and apply the perfect shade that suit you. Your donation will go to Look Good Feel Better, a charity dedicated to help women manage the visible effect of cancer, 10% of our LGFB products sale will also go to the charity.💄 > po.st/ShopLookGoodFeelBetter",447,15,96,0
2018-06-03 00:00:00,2018,Marks and Spencer,Comfy dressing is for weekends and we can't think of anything better to dress down in than the @davidgandyofficial loungewear collection 👌 > po.st/DavidGandyForAutograph,1100,210,203,0
2018-06-02 00:00:00,2018,Marks and Spencer,"The all in one outfit that will have them standing out from the crowd!
✔️ Pom-poms
✔️ Ruffles
✔️ Candy coloured stripes",223,52,25,0
2018-06-02 00:00:00,2018,Marks and Spencer,"It's National BBQ week, and if that isn't an excuse to fire up the grill then we don't know what is. To celebrate we are offering you 10% off our BBQ food online, including succulent cuts of steak, our delicious Best Ever Burger, and more.😋 > po.st/HappyBBQWeek",207,19,18,0
2018-06-02 00:00:00,2018,Marks and Spencer,Save yourself some time by cheating your way to a wow-worthy cake with a bit of help from our easy to decorate naked vanilla cake. Tag a friend that would love to devour this with you! 😍 > po.st/EasyTipsHere,297,30,30,0
2018-06-01 00:00:00,2018,Marks and Spencer,"Planning ahead to Father’s Day? Pick up his favourite whisky, gin or vodka with 20% off. We’ll cheers to that! 🍸 > po.st/SpiritOffer",211,16,35,0
2018-06-01 00:00:00,2018,Marks and Spencer,"It’s national BBQ week and to celebrate we have 10% off our BBQ meats online, so what better time to try our Best Ever Burger! The big questions remain though, are you a gherkin or no gherkin burger lover? 🍔",135,47,10,0
2018-05-31 00:00:00,2018,Marks and Spencer,"The Summer Beauty Box is here! Filled with some of the best beauty brands around, from Ren to Nuxe, this year's box is every self-confessed beauty lovers dream. Just £15 (worth £135) when you spend £40 online or in-store. Get in there quick though they won't hang around for long.",484,105,122,282000
2018-05-30 00:00:00,2018,Marks and Spencer,Swim in style with our timeless black one-piece swimming suit.🐬>po.st/FindYourPerfectFit,390,43,9,0
2018-05-29 00:00:00,2018,Marks and Spencer,"As wedding invitations begin to pour through the post from loved-up friends, find the perfect wedding guest outfit.🎩 > po.st/WeddingShopHere",696,50,43,0
2018-05-29 00:00:00,2018,Marks and Spencer,"Be prepared for whatever the weather throws at you, with an iconic yet simple trench coat. ☔ > po.st/SummerTrenchCoat",251,8,13,0
2018-05-29 00:00:00,2018,Marks and Spencer,Get set for this new term stress-free with our school uniform shop.📘 🍎 > po.st/UniformShopHere,233,27,87,0
2018-05-28 00:00:00,2018,Marks and Spencer,"This summer, they’ll glitter, sparkle and shine with our irresistibly funky and cute animal-shaped kids (and grown-ups) bags. Perfect for fairy tale adventures! 🦄",419,79,52,0
2018-05-27 00:00:00,2018,Marks and Spencer,Add a slice of sunshine to your wardrobe with this yellow mellow blouse.🌻 > po.st/YellowBlouseThisWay,489,65,17,0
2018-05-26 00:00:00,2018,Marks and Spencer,Be picnic-ready in a flash with this clever waterproof rug that folds into a stylish tote bag > po.st/PicnicReady,288,42,28,35000
2018-05-25 00:00:00,2018,Marks and Spencer,Get your wine cellar ready for the bank holiday with our save 25% offer when you buy two or more selected cases . We'll cheers to that! 🍷 > po.st/ShopTheOffer,114,3,18,0
2018-05-25 00:00:00,2018,Marks and Spencer,"We caught up with our favourite, Rosie to find out some of her favourite things. Shop some of her latest items below 💕",139,13,17,23000
2018-05-25 00:00:00,2018,Marks and Spencer,"Looking for some drool-worthy food inspiration for the long weekend? Look no further. Step up the classic chicken burger by stacking up southern fried chicken tenders and serving them on one of our signature brioche burger buns with, deli coleslaw, peri-peri mayo, sliced gerkins pickled onion and some baby gem lettuce 😋",350,56,30,0
2018-05-24 00:00:00,2018,Marks and Spencer,"Polly, what a cracker these printed swim shorts are! Give your holiday look a boost of fun with these swimming trunks complete with parrot print & Quick Dry technology so they’ll be dry in no time 🌊 > po.st/QuickDryShortsThisWay",202,47,24,0
2018-05-24 00:00:00,2018,Marks and Spencer,"⚠ Our furniture event is now on! This bank holiday, get your home a fresh look with up to 40% off your favourite M&S pieces including our Copenhagen collection.",1900,182,163,0
2018-05-23 00:00:00,2018,Marks and Spencer,Chelsea flower show has got us in the mood for some fabulous floral. We’re in love with this Rosie floral pyjamas <3 > po.st/RosieFloralNightwear,708,70,36,0
2018-05-23 00:00:00,2018,Marks and Spencer,"Pedicure at the ready, from heeled offerings to suede slides, step into summer with style. 👡",583,56,24,0
2018-05-23 00:00:00,2018,Marks and Spencer,Bank holiday is just around the corner! Get prepped to fire up the grill with our wide range of barbecue favourites. 😋 > po.st/BBQfood,266,25,24,0
2018-05-22 00:00:00,2018,Marks and Spencer,Bring the Chelsea flower show home with our bright and beautiful summer bouquet. Save £5 on the bouquet online until the 26th of May.💐> po.st/Summer18Bouquet,1200,47,39,0
2018-05-21 00:00:00,2018,Marks and Spencer,"Update - We are delighted to announce that we have been rewarded with a gold medal for 2018 for our display at the Chelsea Flower Show. Made using flowers available in stores, this year’s creation was inspired by heritage British markets. 💐",764,23,81,59000
2018-05-21 00:00:00,2018,Marks and Spencer,We're celebrating #BritishSandwichWeek with our classic BLT. Which is your favourite M&S sandwich? Let us know in the comments below.,212,120,26,0
2018-05-20 00:00:00,2018,Marks and Spencer,Bring summer sun into your wardrobe with a bit of help from this season's most in demand colour. 🌻> po.st/YellowOutfitHere,293,56,16,0
2018-05-19 00:00:00,2018,Marks and Spencer,In the mood for something fizzy? Try our award winning Delacourt Champagne (on offer now) 🥂 > po.st/ChampagneOfferHere,175,6,16,35000
2018-05-19 00:00:00,2018,Marks and Spencer,Congratulations to Harry and Meghan from all at M&S x,8200,181,212,0
2018-05-18 00:00:00,2018,Marks and Spencer,"This wedding season, get fitted for a suit by our Fit & Style experts in store and steal the show by coordinating with your little one. 👔 > po.st/FindThePerfectSuit",299,36,38,0
2018-05-18 00:00:00,2018,Marks and Spencer,"We are excited to announce a royal re-brand in honour of the wedding of HRH Prince Harry and Ms Meghan Markle. In celebration of Britain’s most anticipated wedding of the year for the next three days, we become Markle and Sparkle. ✨",6700,293,535,305000
2018-05-17 00:00:00,2018,Marks and Spencer,Introducing our British inspired Chelsea Flower 2018 Bouquet. Save £5 on the bouquet online until the 26th of May.💐 >po.st/ChelseaBouquetHere,1200,27,40,147000
2018-05-17 00:00:00,2018,Marks and Spencer,"We loved celebrating Percy and Penny’s big day with you! You gave the happy couple over 105,000 likes, they’re feeling very loved! Here is the newlywed’s scrapbook of the celebrations. 🐷 📖",3200,458,372,195000
2018-05-16 00:00:00,2018,Marks and Spencer,Wear your stripes with pride this season thanks to our beautiful cotton-rich striped skater midi dress > po.st/StripesDressHere,862,37,32,0
2018-05-16 00:00:00,2018,Marks and Spencer,"To celebrate the Royal wedding, we’ve only gone and renamed our roast chicken sandwich ‘The Proposal’, in honour of Harry’s proposal over a roast chicken. Available for 7 days in your local store! 💍",166,35,34,30000
2018-05-15 00:00:00,2018,Marks and Spencer,The detailing on this perfect summer dress deserves to be shown off all over town. Take some inspiration from these ways to wear. 😎 > po.st/BlueDressHere,668,106,23,0
2018-05-15 00:00:00,2018,Marks and Spencer,There's no such thing as too many burgers! Tonight we are celebrating #NationalVegetarianWeek by cooking up a delicious roasted Portobello mushroom and halloumi burger. Ingredients are in the comments below 🍄 🌿 🍄 🌿,1500,118,99,0
2018-05-15 00:00:00,2018,Marks and Spencer,"Free from gluten, full of flavour. It’s coeliac awareness week, so why not try one of our gluten-free sandwiches? We’ve been told by customers it’s so tasty they can’t believe they’re made without wheat! 😋",525,137,129,0
2018-05-14 00:00:00,2018,Marks and Spencer,⚠️ UPDATE: Our Royal knees up competition is now closed. Thank you all for entering! Our winner is Annie Taylor – sounds like she’s got quite the party up her sleeves. Congratulations!!! ⚠️ - Win your own Royal knees up to celebrate Harry and Meghans wedding. We are giving away a £500 voucher to spend on our Food to Order food and alcohol so you can host your own celebration with your loved ones. Simply tag in the comments below who you would like to celebrate the big day with 👑 > po.st/WinAGardenPartyTandCs,5800,9400,1507,0
2018-05-14 00:00:00,2018,Marks and Spencer,Embrace national vegetarian week with our flavour-packed meat-free sausages! 😋,890,223,91,0
2018-05-13 00:00:00,2018,Marks and Spencer,Take the royal biscuit and make it sweeter with some buttery shortbread in our special commemorative tin. 👑 >po.st/RoyalWeddingBiscuitTin,1300,213,141,0
2018-05-12 00:00:00,2018,Marks and Spencer,We're dreaming of sunnier days... Our ice lolly moulds are the perfect pick me up.🍭 >po.st/LollyMouldsHere,343,13,18,0
2018-05-12 00:00:00,2018,Marks and Spencer,"Our chefs have spent a year obsessively getting the recipe just right for the burger of the summer, making it our Best Ever Burger. A hint of bone marrow and prime patties make it a cut above the rest! 🍔 > po.st/OurBestEverBurger",2900,146,80,0
2018-05-10 00:00:00,2018,Marks and Spencer,We asked three wedding planners to show us how they would dress for a wedding. Discover their outfits below. 🕶️💄,508,169,21,0
2018-05-10 00:00:00,2018,Marks and Spencer,This coloured striped bardot dress is just the ticket on a sunny day and only £15 ☀️ > po.st/SummerDressThisWay,741,80,40,0
2018-05-09 00:00:00,2018,Marks and Spencer,Introducing the wear-everywhere summer outfit! The sweetest essential they'll live in all summer. ⛵ >po.st/SeeOutfitHere,285,22,12,0
2018-05-09 00:00:00,2018,Marks and Spencer,Love it for less. A Polo shirt that takes you through all the occasions Summer has to offer. 😎,770,84,18,0
2018-05-08 00:00:00,2018,Marks and Spencer,They’re the timeless classic that will take you from the city to the beach. Available in three colours at £19.50. 😍,173,10,14,0
